,id,Amazon Standard Identification Number,reviews_numHelpful,reviews_rating,reviews,reviews_summary,reviews_username,length_of_reviews,feedback
1261,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,gift plan purchase one. pleased portability sound quality,Very versatile. Great sound for small device,jacoba,57,1
1262,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,omg enjoying this. sitting around back deck family wishing music require plug wires. saw online deal day read review ordered spot drove half hour drive closet best buy. play everyday.,Great Great Great!!!!,Akadink,183,1
1263,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,tap great product! access alexa grab go format!,love it,JDMAlamo,47,1
1264,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,"missed pandora since moved ft. worth, tx colorado month ago. nephew amazon tap amazed thing kid fun ( saying.. alexa.. tell mimi (their grandmother) go bed.. did!! sound quality music coming it. awesome. :) one, went local best buy bought it. even set (i'm 65 impressed myself! lol) listened nonstop 60 music music dirty dancing (which loved). ordered little case amazon.com keep tip carry room room, doing. feel like new found friend.... love listening little cylinder good bose book! get it, love it! do!! :) pleased it! weather update kdis are. checking. :)no interruption commercial listening day long!",My new found friend!!,ohionana,606,1
1265,AVPFPK8KLJEJML43BCUD,B01BH83OOM,6.0,5.0,"amazon tap great device. device good audio quality despite small size. biggest difference larger amazon echo, press ""microphone"" button device listen (which great people concerned echo always listening say). far, battery life great. alexa app, easy connect device different wi-fi networks.",Amazon Tap is great!,MovieGuyOH,289,1
1266,AVPFPK8KLJEJML43BCUD,B01BH83OOM,2.0,4.0,love 'interactive' long i'm connected wifi via bluetooth phone! sound pretty good - tends get little 'tinny' sounding turn loud. overall good sound. i'm still trying find alexa's limit can't do!!,Great little speaker,bkgrigsby725,195,1
1267,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"really chance use much yet, seems like coll little gadget.",cool gadget,richmond282,58,1
1268,AVPFPK8KLJEJML43BCUD,B01BH83OOM,2.0,5.0,love amazon echo hard wired kitchen. live reception poor echo amazon tap listen favorite station iheart radio tap portable.,Perfect companion for Amazon Echo,B6W356,123,1
1269,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"average portable bluetooth speaker. stream amazon, spotify, pandora, etc. namesake says, give tap ask alexa questions, add list, order something amazon, etc.battery life good, speaker decent, can't compete ue jbl.",Great functions. Speaker could be better.,unplug,213,1
1270,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"love wireless tap use anywhere. small, sound good. charge quickly. bough sling protect outside.",Love my Echo Tap,MBV1,95,1
1271,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,"bluetooth speaker, tap rocks! sound quality excellent, plenty loud needed, excellent quality stutter streaming. bought one instead echo portable, lug room room. charging stand convenient, tap stay time. press button activate voice command issue me, something consider. (if want hand free use, may want big brother echo device, hand free, tethered place power cord, portable). feel tap black fabric cover nice, slip hand. fabric like tough upholstery cover, stain easy damage, quite attractive. glad that, bare plastic would easy drop. found easy pair bluetooth wireless, work advertised! mostly use playing music asking alexa silly question fun! occasionally use shopping lists, show phone, checking weather. know future holds,when time sit really learn do? understand amazon plan add alexa skill time, one got smart house control compatible products, tap would eliminate remotes, already many of. think really fun, cool item, glad got it! much fun use voice command instead typing, especially tiny smart phone typing ! could get used this! alexa app phone, allows certain voice command show phone, like shopping lists, lists, calendar. tap also check traffic, weather, movies, etc directly wi fi, phone needed. however, alexa phone app actually help figure tap. tap read audible kindle ebooks well! btw, problem understand me, amazing, since grew texas expected problem accent. obviously, item ideal people amazon prime members, stream prime music, although also stream pandora music services, many thing without connection amazon. guess unique thing tap ability stream wi fi music directly, without computer phone driving - voice control. paid smaller ""just"" bluetooth speakers, me, super deal, continues source fun entertainment!",Fun and Useful with Great Sound,Happytekki,1732,1
1272,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,product great. good job interpreting voice commands. every would problem wifi connection.,Nice BT/Wifi speaker,bbuy001,89,1
1273,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,"purchased tap thought portable speaker echo. actually device. yes, portable, operate wireless.it work ""alexa"" set up. echo operates hands…you simply speak alexa. tap microphone button need hold speak alexa. great sound quality. rechargeable base unit.",Tap,DPC3,251,1
1274,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"bought two taps, one one gift son. love portability tap. perfect deck. grandchild love it, too.",Great for music,Judy,95,1
1275,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,great take tap road. easy use sound great.,Music on the go,Sandy,42,1
1276,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,2.0,overly impressed system. realize buy amazon prime order use functions. connect easily phone. stream music saved iphone. download music app load music app. work. way much work added expense order use. happy returned purchased jbl portable bluetooth speaker.,I returned this product,Ripper,256,0
1277,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,kid love it. ask silly question amazement answer. really like music aspect. tell song find,Great and a lot of fun,ezze110,90,1
1278,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,like amazon tap. use speaker garage working out. tied amazon echo. able use alexa amazon prime material. would highly recommend.,"Good bluetooth speaker, better if you have Echo",AAAC,128,1
1279,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"speaker excellent quality, despite small size.the disadvantage amazon echo feature, present one, ""call"" alexa answer you. one, name says, need ""tap"" button wake alexa up.",Excellent sound quality,FB0001,170,1
1280,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,love feature come speaker. alexa function tapping device nice change pace always listening echo dot! avarage sound go got great deal it!,"Alexa at the ""tap"" of your finger",Marb,136,1
1281,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"spend lot time amazon? like listening music anywhere home? device you. even month tap, i'm still learning verbally. play genre music huge amazon library. even ordered item directly it. one last feature want share provides accurate weather information; current forecast week.",Great functionality and portable,Scearls,274,1
1282,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,nice item really there's thing thing. actually returned it.,Nice,Mata,59,1
1283,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,"device load speaker, mean really loud. also access amazon prime service without computer. like little tap.",Great portable bluetooth speaker,cfxu,106,1
1284,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"much bluetooth speaker. great listen music pandora, amazon, etc streaming directly wifi. save battery phone. others said wish option voice activation time guess put save battery life. maybe something next generation tap",Great portable speaker,techjunkie,219,1
1285,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,want try one best buy put best price. th tap good usage wifi network. use play music outside around house.,Great Price on the Tap,Mainesnow,106,1
1286,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,"seriously flawless, portable, smart, multipurpose gadget. add incredible flash sale price i'd fool pas up. fast charge, balanced tuning, easy pair mention highly portable? cradle sweet design too. beef bluetooth paired screaming syncing. one these-",Tap That?,TerriD,248,1
1287,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,echo love it... bought tap daughter christmas know yet.,The Tap,MsCapricorn,55,1
1288,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,tap nice bluetooth/wifi speaker portable give information ask questions.can sync phone via using amazon alexa app.,Tap,JONESNEWYORK414,114,1
1289,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,3.0,"amazon echo tap nice & interesting device...but fit needs. also amazon echo absolutely love it. what's difference? a. walk tap touch - convenient fun talking echo across room. b. audio quality good - like small bluetooth speaker. c. tap fine around house connected home wi-fi, house must connect cell phone wi-fi?? going work well.",So-so,davidvb,331,0
1290,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"family using loving tap every day. great find quick information like weather, general question sport scores. battery life awesome charge every two-three day depending usage use it. excellent wifi connectivity seamless bluetooth connection. use house.",Great Product,Technogeekster,250,1
1291,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"easy use , sound great, use house",nice speaker,bebo,33,1
1292,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"love it, take everywhere, u computer/technical savvy. need better written, printable instruction use. step 1, step 2, etc.",Works great,Ktee,122,1
1293,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"love everything it.... portable, sound better portable speakers, alexa rock it. thing kept 5 star rating manually activate alexa. wish would work like echo dot, base.",Great Sound and cheaper than the Echo,DWOdom,166,1
1294,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,echo portable speaker great addition automated home. especially i'm working garage want listen music,Great companion,Ryeguy74,100,1
1295,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"tap versatile device serf music repository demand playback feature surprisingly high quality sound. ai app alexa responds command request information promptly occasional minor glitches. overall handy portable device quality music playback knowledge base access tool,",versatile device with superior sound,Rose7,266,1
1296,AVPFPK8KLJEJML43BCUD,B01BH83OOM,8.0,5.0,"already echo think needed tap procrastinated getting it. use everyday -- mostly stream amazon prime, tunein, pandora channels.it funny latest technology sometimes brings u back kid -- ""beat box"" carry around room room outside. use tap 2016 version ""beat box"" much smaller, rechargeable, way easier tune! side benefit controlling lights, hvac, alexa onboard ready answer random trivia questions.the sound quality could bit better, surprisingly good. adjusting volume easy be. battery last long time snap use bluetooth speaker well.",Use it everyday,thoroughlymorgan,530,1
1297,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,3.0,great speaker really need features. need good sound really use anything besides,"Great Speaker, no need for the tech",sta123,79,0
1298,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,3.0,recommend speaker easy work great sound,Great speaker,Webkf1,39,0
1299,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,prime member good little speaker have. need wifi hotspot.,Good Speaker,mrhockey79,57,1
1300,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,2.0,okay! product girlfriend. appear us much except steam music. question ask get nothing. like siri better.,Okay!?,BuckS,104,0
1301,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,"early adoptor amazon echo, heard releasing mobile version wanted it. spent lot time cleaning old home moving realized usefule lil guy was, set phone wifi hotspot fully function echo. would buy already one.",Everything you love about your Echo on the go!,IbDAH,205,1
1302,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"fantastic ask device turn lights, play music. convenient. love this!",Wave of the future,Writer,68,1
1303,AVPFPK8KLJEJML43BCUD,B01BH83OOM,7.0,4.0,speaker's forte drop charge ability. connect issue whatever paired with. sound quality though ok...def loud lack lows. small portable speaker expensive would recommend it.,VERY PORTABLE,Sig20guy,171,1
1304,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,got say love it!! make easier play music without pairing device perfect sound needs.,Smart speaker on the go!!,Janfer,84,1
1305,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"great beach pool. already echo, great addition household.",Great Alexa for on the go,PlasmaGuys,57,1
1306,AVPFPK8KLJEJML43BCUD,B01BH83OOM,2.0,4.0,good product requires hand operate. good sitting close mobile. wold great portable hand free. returned ordered dot.,Worked ok,remoteuser13,115,1
1307,AVPFPK8KLJEJML43BCUD,B01BH83OOM,5.0,5.0,"amazon echo great. stuck home. amazon tap hand go everywhere. short time ours, brought sweden, portugal, lake north friend's houses. served music host card games, answered question added thing shopping list. easy set amazon tap wifi network using alexa app smartphone. also easily pair several device tap via bluetooth. really make device great cloud based software continually updated. new skill capability made available regular basis. amazon really hit home tap voice interface easy use, portability make great.",Amazon Tap brings a new meaning to portable music,eopp,514,1
1308,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"bought gift daughter. actually sound better easier set expected. personal assistant feature really amazing, instant response request information music.","pleasant surprise, better than expected",Vette,151,1
1309,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,good speaker. 8 hour battery. good price. excellent quality made.,Good Speaker for good price,techgeek,65,1
1310,AVPFPK8KLJEJML43BCUD,B01BH83OOM,3.0,5.0,wanted get portable bluetooth speaker could use well home. tap great sound quality alexa useful would thought.,Awesome speaker with Alexa,ShaneT,110,1
1311,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"must people amazon prime account echo. portability water resistant. work great hot tub pool, let's access normal alexis capabilities.",Nice addition for Echo owners,Doug,133,1
1312,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"understood wake command. would better it.other that, everything wonderful speaker! really convenient able listen podcasts without messing phone apps, ask alexa play recent episode!","good, but missing key feature",metacuate,180,1
1313,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,1.0,could get work properly. put app phone computer. reached help. responded still work. finally got frustrated returned it.,Would not work properly!,da9rich,120,0
1314,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"echo tap, spectacular",EXCELENT SOUND,LillyMiami,21,1
1315,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,love tap. sound great easy use.,Love it!,Jo55,31,1
1316,AVPFPK8KLJEJML43BCUD,B01BH83OOM,2.0,4.0,thing like stay plugged work.,Works good. The kids love it,Gamer,29,1
1317,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,4.0,"bought husband gift use much does. perfect size, good sound quality overall great product.",Great Product!,Consumer,90,1
1318,AVPFPK8KLJEJML43BCUD,B01BH83OOM,1.0,5.0,love new toy. alexa personal girl friday. understands want retrieves it. easy set use.,Coolest high tech gadget.,Poppycjb,86,1
1319,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,3.0,press talk steal real thunder amazon echo do.,They missed on this one,compaq38,45,0
1320,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,"good price, travel well, lot good features, compact, user friendly.",Great sounding speaker,jude70,67,1
1321,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,sound little cylinder incredible.,amazing sound quality,CarFren,33,1
1322,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,4.0,went portable unit travel. easy access portability.,Great! Travel with it by my side.,criscot,51,1
1323,AVPFPK8KLJEJML43BCUD,B01BH83OOM,0.0,5.0,"voice activated like echo, good better",awesome,Gucci,38,1
